sentinel_id,thermal_sources,mgrs_tile,scene_date,cloud_cover
S2B_MSIL2A_20260614T051649_N0512_R062_T44RLU_20260614T091016,7,T44RLU,2026-06-14,20.6
S2B_MSIL2A_20260611T050649_N0512_R019_T44QMD_20260611T085745,7,T44QMD,2026-06-11,24.88
S2C_MSIL2A_20260805T050651_N0512_R019_T44PKR_20260805T101109,7,T44PKR,2026-08-05,22.4
S2C_MSIL2A_20260807T054641_N0512_R048_T43RBQ_20260807T085410,7,T43RBQ,2026-08-07,3.52
S2B_MSIL2A_20260618T045659_N0512_R119_T44QNH_20260618T084549,7,T44QNH,2026-06-18,24.61
S2C_MSIL2A_20260611T055631_N0512_R091_T42SYC_20260611T090908,7,T42SYC,2026-06-11,0.02
S2B_MSIL2A_20260611T050649_N0512_R019_T44RMN_20260611T085745,7,T44RMN,2026-06-11,4.69
S2C_MSIL2A_20260613T045701_N0512_R119_T44QNK_20260613T095409,7,T44QNK,2026-06-13,7.87
S2C_MSIL2A_20260606T050651_N0512_R019_T44QMG_20260606T100718,7,T44QMG,2026-06-06,22.93
S2B_MSIL2A_20260614T051649_N0512_R062_T43QGB_20260614T091016,7,T43QGB,2026-06-14,29.98
S2C_MSIL2A_20260726T050651_N0512_R019_T44PKR_20260726T100115,7,T44PKR,2026-07-26,29.46
S2C_MSIL2A_20260730T050601_N0512_R076_T44NMP_20260730T090842,7,T44NMP,2026-07-30,28.76
S2C_MSIL2A_20260810T041551_N0512_R090_T46RGR_20260810T071116,7,T46RGR,2026-08-10,20.59
S2C_MSIL2A_20260730T050601_N0512_R076_T44PNQ_20260730T090842,7,T44PNQ,2026-07-30,18.35
S2A_MSIL2A_20260604T053241_N0512_R105_T43QDD_20260604T090112,7,T43QDD,2026-06-04,20.13
S2B_MSIL2A_20260617T052649_N0512_R105_T43QCD_20260617T104156,7,T43QCD,2026-06-17,23.75
S2B_MSIL2A_20260614T051649_N0512_R062_T44QKJ_20260614T091016,7,T44QKJ,2026-06-14,5.08
S2C_MSIL2A_20260713T045701_N0512_R119_T44PLB_20260713T095014,7,T44PLB,2026-07-13,0.62
S2B_MSIL2A_20260627T052639_N0512_R105_T43RFM_20260627T091125,7,T43RFM,2026-06-27,0.0
S2C_MSIL2A_20260715T053641_N0512_R005_T43RCP_20260715T101509,7,T43RCP,2026-07-15,5.23
S2C_MSIL2A_20260618T054641_N0512_R048_T43SCR_20260618T085419,7,T43SCR,2026-06-18,0.0
S2B_MSIL2A_20260623T054639_N0512_R048_T43SCS_20260623T075208,7,T43SCS,2026-06-23,3.79
S2A_MSIL2A_20260605T050231_N0512_R119_T44PLA_20260605T100518,7,T44PLA,2026-06-05,3.85
S2B_MSIL2A_20260601T050649_N0512_R019_T43QHA_20260601T085256,7,T43QHA,2026-06-01,1.8
S2B_MSIL2A_20260711T050649_N0512_R019_T44PKS_20260711T085428,7,T44PKS,2026-07-11,26.41
S2A_MSIL2A_20260620T055251_N0512_R048_T42QWK_20260620T105812,7,T42QWK,2026-06-20,18.13
S2C_MSIL2A_20260611T055631_N0512_R091_T43SBU_20260611T090908,7,T43SBU,2026-06-11,0.73
S2A_MSIL2A_20260628T051241_N0512_R019_T43PHP_20260628T101512,7,T43PHP,2026-06-28,14.85
S2B_MSIL2A_20260627T052639_N0512_R105_T43RGN_20260627T091125,7,T43RGN,2026-06-27,0.12
S2C_MSIL2A_20260623T045701_N0512_R119_T44PLV_20260623T093859,7,T44PLV,2026-06-23,23.44
S2B_MSIL2A_20260604T051649_N0512_R062_T43PGS_20260604T090429,7,T43PGS,2026-06-04,29.86
S2B_MSIL2A_20260604T051649_N0512_R062_T44QKH_20260604T090048,7,T44QKH,2026-06-04,8.43
S2B_MSIL2A_20260720T053639_N0512_R005_T43RCP_20260720T230420,7,T43RCP,2026-07-20,9.18
S2C_MSIL2A_20260630T050601_N0512_R076_T44NNP_20260630T091320,7,T44NNP,2026-06-30,5.66
S2C_MSIL2A_20260628T054641_N0512_R048_T43SCU_20260628T085710,7,T43SCU,2026-06-28,27.13
S2B_MSIL2A_20260607T052639_N0512_R105_T43QDA_20260607T091704,7,T43QDA,2026-06-07,12.13
S2C_MSIL2A_20260603T045701_N0512_R119_T44QNG_20260603T100112,7,T44QNG,2026-06-03,0.93
S2C_MSIL2A_20260605T053641_N0512_R005_T43REP_20260605T101858,7,T43REP,2026-06-05,0.31
S2B_MSIL2A_20260706T055629_N0512_R091_T42RVN_20260706T075948,7,T42RVN,2026-07-06,26.78
S2B_MSIL2A_20260706T055629_N0512_R091_T42RXT_20260706T075948,7,T42RXT,2026-07-06,13.3
S2B_MSIL2A_20260609T060629_N0512_R134_T42SVF_20260609T081709,7,T42SVF,2026-06-09,0.33
S2C_MSIL2A_20260612T052641_N0512_R105_T43QEB_20260612T102118,7,T43QEB,2026-06-12,11.17
S2C_MSIL2A_20260603T045701_N0512_R119_T44QQG_20260603T100112,7,T44QQG,2026-06-03,1.63
S2C_MSIL2A_20260608T054641_N0512_R048_T42QXM_20260608T085208,7,T42QXM,2026-06-08,24.73
S2C_MSIL2A_20260616T050651_N0512_R019_T44QKD_20260616T100816,7,T44QKD,2026-06-16,25.98
S2B_MSIL2A_20260623T054639_N0512_R048_T43SCR_20260623T075208,7,T43SCR,2026-06-23,0.82
S2B_MSIL2A_20260625T050559_N0512_R076_T44NMP_20260625T082928,7,T44NMP,2026-06-25,11.27
S2A_MSIL2A_20260624T053241_N0512_R105_T43RFP_20260624T102111,7,T43RFP,2026-06-24,0.7
S2B_MSIL2A_20260610T053639_N0512_R005_T42QYJ_20260610T091702,7,T42QYJ,2026-06-10,22.14
S2B_MSIL2A_20260625T050559_N0512_R076_T44NNN_20260625T082928,7,T44NNN,2026-06-25,0.5
S2A_MSIL2A_20260628T051241_N0512_R019_T43PHK_20260628T101512,7,T43PHK,2026-06-28,20.0
S2C_MSIL2A_20260606T050651_N0512_R019_T44RMS_20260606T100718,7,T44RMS,2026-06-06,2.74
S2B_MSIL2A_20260611T050649_N0512_R019_T44QMM_20260611T085745,7,T44QMM,2026-06-11,0.72
S2B_MSIL2A_20260714T051649_N0512_R062_T44RKP_20260714T090106,7,T44RKP,2026-07-14,13.78
S2B_MSIL2A_20260615T044659_N0512_R076_T45QUD_20260615T083228,7,T45QUD,2026-06-15,4.87
S2C_MSIL2A_20260706T050651_N0512_R019_T44PLT_20260706T100613,7,T44PLT,2026-07-06,2.28
S2C_MSIL2A_20260708T054641_N0512_R048_T42RYU_20260708T085213,7,T42RYU,2026-07-08,4.71
S2A_MSIL2A_20260623T060301_N0512_R091_T42RVN_20260623T103006,7,T42RVN,2026-06-23,16.47
S2A_MSIL2A_20260628T051241_N0512_R019_T44PLT_20260628T101512,7,T44PLT,2026-06-28,0.03
S2C_MSIL2A_20260609T051651_N0512_R062_T43QFB_20260609T101613,7,T43QFB,2026-06-09,15.29
S2C_MSIL2A_20260603T045701_N0512_R119_T44QPF_20260603T100112,7,T44QPF,2026-06-03,12.19
S2C_MSIL2A_20260603T045701_N0512_R119_T45RTK_20260603T100112,7,T45RTK,2026-06-03,0.06
S2B_MSIL2A_20260711T050649_N0512_R019_T43PHL_20260711T085428,7,T43PHL,2026-07-11,24.4
S2A_MSIL2A_20260601T052241_N0512_R062_T43QGF_20260601T102012,6,T43QGF,2026-06-01,10.44
S2C_MSIL2A_20260827T054631_N0512_R048_T43RBP_20260827T085311,6,T43RBP,2026-08-27,3.78
S2C_MSIL2A_20260806T043701_N0512_R033_T46RBQ_20260806T094611,6,T46RBQ,2026-08-06,29.33
S2C_MSIL2A_20260809T044701_N0512_R076_T44QQE_20260809T092712,6,T44QQE,2026-08-09,23.8
S2A_MSIL2A_20260604T053241_N0512_R105_T43QDB_20260604T090112,6,T43QDB,2026-06-04,0.26
S2B_MSIL2A_20260615T044659_N0512_R076_T45QUF_20260615T083228,6,T45QUF,2026-06-15,0.44
S2B_MSIL2A_20260605T044659_N0512_R076_T45QVC_20260605T082808,6,T45QVC,2026-06-05,4.33
S2B_MSIL2A_20260725T050559_N0512_R076_T44NMP_20260725T082640,6,T44NMP,2026-07-25,10.71
S2C_MSIL2A_20260603T045701_N0512_R119_T44PLT_20260603T100112,6,T44PLT,2026-06-03,23.42
S2C_MSIL2A_20260626T050651_N0512_R019_T44RMP_20260626T100609,6,T44RMP,2026-06-26,24.55
S2C_MSIL2A_20260603T045701_N0512_R119_T44PKS_20260603T100112,6,T44PKS,2026-06-03,3.09
S2C_MSIL2A_20260602T052641_N0512_R105_T43RFP_20260602T102053,6,T43RFP,2026-06-02,2.5
S2C_MSIL2A_20260602T052641_N0512_R105_T43QEV_20260602T102053,6,T43QEV,2026-06-02,0.52
S2B_MSIL2A_20260815T055629_N0512_R091_T42RXS_20260815T080227,6,T42RXS,2026-08-15,2.11
S2B_MSIL2A_20260604T051649_N0512_R062_T44QLM_20260604T090048,6,T44QLM,2026-06-04,25.44
S2B_MSIL2A_20260604T051649_N0512_R062_T43PFS_20260604T090429,6,T43PFS,2026-06-04,28.93
S2C_MSIL2A_20260623T045701_N0512_R119_T44PLS_20260623T093859,6,T44PLS,2026-06-23,18.97
S2B_MSIL2A_20260604T051649_N0512_R062_T43QFE_20260604T090048,6,T43QFE,2026-06-04,0.53
S2C_MSIL2A_20260602T052641_N0512_R105_T43QFD_20260602T102053,6,T43QFD,2026-06-02,0.02
S2B_MSIL2A_20260825T055629_N0512_R091_T42RVN_20260825T080255,6,T42RVN,2026-08-25,18.65
S2B_MSIL2A_20260822T054629_N0512_R048_T43RCP_20260822T075335,6,T43RCP,2026-08-22,0.0
S2C_MSIL2A_20260602T052641_N0512_R105_T43QFE_20260602T102053,6,T43QFE,2026-06-02,1.79
S2B_MSIL2A_20260614T051649_N0512_R062_T44RMS_20260614T091016,6,T44RMS,2026-06-14,4.29
S2B_MSIL2A_20260822T040539_N0512_R047_T46RGR_20260822T060623,6,T46RGR,2026-08-22,23.41
S2C_MSIL2A_20260706T050651_N0512_R019_T43PHN_20260706T100613,6,T43PHN,2026-07-06,29.13
S2C_MSIL2A_20260603T045701_N0512_R119_T45RUL_20260603T100112,6,T45RUL,2026-06-03,18.82
S2B_MSIL2A_20260601T050649_N0512_R019_T44RPN_20260601T085256,6,T44RPN,2026-06-01,0.68
S2B_MSIL2A_20260601T050649_N0512_R019_T44RNR_20260601T085256,6,T44RNR,2026-06-01,26.47
S2C_MSIL2A_20260619T051651_N0512_R062_T44QKJ_20260619T101809,6,T44QKJ,2026-06-19,1.0
S2C_MSIL2A_20260619T051651_N0512_R062_T44RLQ_20260619T101809,6,T44RLQ,2026-06-19,12.06
S2C_MSIL2A_20260706T050651_N0512_R019_T43PHK_20260706T100613,6,T43PHK,2026-07-06,4.54
S2A_MSIL2A_20260607T054251_N0512_R005_T43REN_20260607T102857,6,T43REN,2026-06-07,0.0
S2C_MSIL2A_20260619T051651_N0512_R062_T44RLR_20260619T101809,6,T44RLR,2026-06-19,0.13
S2C_MSIL2A_20260603T045701_N0512_R119_T44RQS_20260603T100112,6,T44RQS,2026-06-03,23.45
S2C_MSIL2A_20260605T035541_N0512_R004_T47RLH_20260605T084621,6,T47RLH,2026-06-05,24.04
S2A_MSIL2A_20260605T050231_N0512_R119_T44QNK_20260605T100518,6,T44QNK,2026-06-05,0.45
S2A_MSIL2A_20260605T050231_N0512_R119_T44QPF_20260605T100518,6,T44QPF,2026-06-05,14.62
S2C_MSIL2A_20260619T051651_N0512_R062_T43QEA_20260619T101809,6,T43QEA,2026-06-19,3.48
S2C_MSIL2A_20260618T054641_N0512_R048_T43RBQ_20260618T085419,6,T43RBQ,2026-06-18,0.95
S2A_MSIL2A_20260809T055251_N0512_R048_T42RYT_20260809T105919,6,T42RYT,2026-08-09,12.58
S2A_MSIL2A_20260804T050241_N0512_R119_T44PLB_20260804T114612,6,T44PLB,2026-08-04,29.53
S2C_MSIL2A_20260619T051651_N0512_R062_T43QFV_20260619T101809,6,T43QFV,2026-06-19,14.92
S2C_MSIL2A_20260606T050651_N0512_R019_T44PKS_20260606T100020,6,T44PKS,2026-06-06,11.52
S2B_MSIL2A_20260610T053639_N0512_R005_T43RCH_20260610T091702,6,T43RCH,2026-06-10,0.01
S2B_MSIL2A_20260608T045659_N0512_R119_T44PLS_20260608T084805,6,T44PLS,2026-06-08,25.68
S2B_MSIL2A_20260630T053639_N0512_R005_T43RCJ_20260630T091701,6,T43RCJ,2026-06-30,6.11
S2A_MSIL2A_20260623T060301_N0512_R091_T42RVS_20260623T092418,6,T42RVS,2026-06-23,0.09
S2C_MSIL2A_20260612T052641_N0512_R105_T43QDB_20260612T102118,6,T43QDB,2026-06-12,19.09
S2C_MSIL2A_20260612T052641_N0512_R105_T43QEC_20260612T102118,6,T43QEC,2026-06-12,12.6
S2C_MSIL2A_20260609T051651_N0512_R062_T43QGD_20260609T101613,6,T43QGD,2026-06-09,4.59
S2C_MSIL2A_20260711T055631_N0512_R091_T42RYU_20260711T090217,6,T42RYU,2026-07-11,0.6
S2B_MSIL2A_20260627T052639_N0512_R105_T43PET_20260627T091125,6,T43PET,2026-06-27,22.88
S2C_MSIL2A_20260616T050651_N0512_R019_T44RMN_20260616T100816,6,T44RMN,2026-06-16,0.08
S2C_MSIL2A_20260616T050651_N0512_R019_T44RPS_20260616T100816,6,T44RPS,2026-06-16,16.91
S2B_MSIL2A_20260623T054639_N0512_R048_T43RBN_20260623T075208,6,T43RBN,2026-06-23,3.79
S2C_MSIL2A_20260618T054641_N0512_R048_T42RYU_20260618T085419,6,T42RYU,2026-06-18,5.63
S2B_MSIL2A_20260624T051649_N0512_R062_T44RKP_20260624T090105,6,T44RKP,2026-06-24,5.48
S2B_MSIL2A_20260623T054639_N0512_R048_T43SDT_20260623T075208,6,T43SDT,2026-06-23,24.03
S2A_MSIL2A_20260624T053241_N0512_R105_T43RGP_20260624T102111,6,T43RGP,2026-06-24,9.06
S2C_MSIL2A_20260728T054641_N0512_R048_T43RCP_20260728T085814,6,T43RCP,2026-07-28,19.69
S2C_MSIL2A_20260616T050651_N0512_R019_T43PFQ_20260616T100816,6,T43PFQ,2026-06-16,24.12
S2C_MSIL2A_20260608T054641_N0512_R048_T43SCR_20260608T085208,6,T43SCR,2026-06-08,0.0
S2B_MSIL2A_20260620T053639_N0512_R005_T43QCG_20260620T091923,6,T43QCG,2026-06-20,4.11
S2A_MSIL2A_20260625T050241_N0512_R119_T44PMV_20260625T100609,6,T44PMV,2026-06-25,6.39
S2C_MSIL2A_20260608T054641_N0512_R048_T43SCS_20260608T085208,6,T43SCS,2026-06-08,0.07
S2B_MSIL2A_20260614T051649_N0512_R062_T44QKG_20260614T091016,6,T44QKG,2026-06-14,16.85
S2A_MSIL2A_20260604T053241_N0512_R105_T43QDC_20260604T090112,6,T43QDC,2026-06-04,0.1
S2C_MSIL2A_20260606T050651_N0512_R019_T44QNK_20260606T100718,6,T44QNK,2026-06-06,16.34
S2C_MSIL2A_20260611T055631_N0512_R091_T42RVP_20260611T090908,6,T42RVP,2026-06-11,0.08
S2A_MSIL2A_20260627T054251_N0512_R005_T43RDP_20260627T103225,6,T43RDP,2026-06-27,3.42
S2C_MSIL2A_20260807T040541_N0512_R047_T47RKK_20260807T070013,5,T47RKK,2026-08-07,29.4
S2B_MSIL2A_20260810T050649_N0512_R019_T44QME_20260810T085257,5,T44QME,2026-08-10,15.59
S2B_MSIL2A_20260606T055629_N0512_R091_T42QWM_20260606T080123,5,T42QWM,2026-06-06,11.23
S2B_MSIL2A_20260617T052649_N0512_R105_T43RFM_20260617T104156,5,T43RFM,2026-06-17,0.17
S2B_MSIL2A_20260614T051649_N0512_R062_T44QLL_20260614T091016,5,T44QLL,2026-06-14,0.93
S2B_MSIL2A_20260614T051649_N0512_R062_T44QKF_20260614T091016,5,T44QKF,2026-06-14,15.22
S2A_MSIL2A_20260604T053241_N0512_R105_T43QED_20260604T090112,5,T43QED,2026-06-04,27.25
S2C_MSIL2A_20260616T050651_N0512_R019_T44RMQ_20260616T100816,5,T44RMQ,2026-06-16,2.1
S2B_MSIL2A_20260615T044659_N0512_R076_T45QUE_20260615T083228,5,T45QUE,2026-06-15,19.74
S2B_MSIL2A_20260615T044659_N0512_R076_T45QTE_20260615T083228,5,T45QTE,2026-06-15,4.54
S2A_MSIL2A_20260604T053241_N0512_R105_T43RFP_20260604T090112,5,T43RFP,2026-06-04,4.99
S2A_MSIL2A_20260604T053241_N0512_R105_T43QEB_20260604T090112,5,T43QEB,2026-06-04,3.03
S2C_MSIL2A_20260619T051651_N0512_R062_T44RLP_20260619T101809,5,T44RLP,2026-06-19,27.71
S2B_MSIL2A_20260605T044659_N0512_R076_T44QRK_20260605T083347,5,T44QRK,2026-06-05,18.29
S2C_MSIL2A_20260616T050651_N0512_R019_T44RMT_20260616T100816,5,T44RMT,2026-06-16,10.35
S2C_MSIL2A_20260616T050651_N0512_R019_T44QMF_20260616T100816,5,T44QMF,2026-06-16,12.48
S2C_MSIL2A_20260606T050651_N0512_R019_T43QHU_20260606T100020,5,T43QHU,2026-06-06,4.05
S2C_MSIL2A_20260618T054641_N0512_R048_T43RBN_20260618T085419,5,T43RBN,2026-06-18,6.69
S2B_MSIL2A_20260718T045659_N0512_R119_T44PLS_20260718T085636,5,T44PLS,2026-07-18,19.5
S2A_MSIL2A_20260628T051241_N0512_R019_T44QLD_20260628T101512,5,T44QLD,2026-06-28,27.22
S2A_MSIL2A_20260816T054251_N0512_R005_T43RDP_20260816T103351,5,T43RDP,2026-08-16,2.03
S2A_MSIL2A_20260605T050231_N0512_R119_T44PMQ_20260605T100518,5,T44PMQ,2026-06-05,14.77
S2B_MSIL2A_20260620T053639_N0512_R005_T42QYJ_20260620T091923,5,T42QYJ,2026-06-20,26.82
S2B_MSIL2A_20260714T051649_N0512_R062_T43PGT_20260714T090403,5,T43PGT,2026-07-14,21.27
S2C_MSIL2A_20260619T051651_N0512_R062_T43QEV_20260619T101809,5,T43QEV,2026-06-19,14.4
S2A_MSIL2A_20260627T054251_N0512_R005_T43RBH_20260627T103225,5,T43RBH,2026-06-27,3.05
S2C_MSIL2A_20260619T051651_N0512_R062_T44RKR_20260619T101809,5,T44RKR,2026-06-19,10.13
S2A_MSIL2A_20260621T052241_N0512_R062_T43QEB_20260621T101812,5,T43QEB,2026-06-21,19.37
S2B_MSIL2A_20260605T044659_N0512_R076_T45QTE_20260605T083347,5,T45QTE,2026-06-05,26.09
S2A_MSIL2A_20260628T051241_N0512_R019_T44PLA_20260628T101512,5,T44PLA,2026-06-28,17.32
S2B_MSIL2A_20260603T054629_N0512_R048_T42QWL_20260603T080213,5,T42QWL,2026-06-03,0.47
S2B_MSIL2A_20260603T054629_N0512_R048_T42QYL_20260603T080213,5,T42QYL,2026-06-03,1.94
S2B_MSIL2A_20260601T050649_N0512_R019_T44QKH_20260601T085256,5,T44QKH,2026-06-01,0.39
S2B_MSIL2A_20260603T054629_N0512_R048_T42QYJ_20260603T080213,5,T42QYJ,2026-06-03,12.37
S2B_MSIL2A_20260623T054639_N0512_R048_T43SBT_20260623T075208,5,T43SBT,2026-06-23,1.34
S2B_MSIL2A_20260623T054639_N0512_R048_T43SCU_20260623T075208,5,T43SCU,2026-06-23,23.2
S2C_MSIL2A_20260611T055631_N0512_R091_T42SYB_20260611T090908,5,T42SYB,2026-06-11,0.39
S2A_MSIL2A_20260627T054251_N0512_R005_T43RCH_20260627T103225,5,T43RCH,2026-06-27,8.52
S2A_MSIL2A_20260607T054251_N0512_R005_T43SFS_20260607T085916,5,T43SFS,2026-06-07,20.2
S2B_MSIL2A_20260624T051649_N0512_R062_T44RMT_20260624T090105,5,T44RMT,2026-06-24,28.85
S2C_MSIL2A_20260602T052641_N0512_R105_T43QEB_20260602T102053,5,T43QEB,2026-06-02,11.05
S2C_MSIL2A_20260707T043701_N0512_R033_T46RCT_20260707T094314,5,T46RCT,2026-07-07,18.33
S2B_MSIL2A_20260625T050559_N0512_R076_T44NNP_20260625T082928,5,T44NNP,2026-06-25,3.02
S2B_MSIL2A_20260625T044659_N0512_R076_T45QVF_20260625T083525,5,T45QVF,2026-06-25,9.76
S2A_MSIL2A_20260610T041211_N0512_R047_T47QKD_20260610T074520,5,T47QKD,2026-06-10,15.82
S2C_MSIL2A_20260612T052641_N0512_R105_T43QFC_20260612T102118,5,T43QFC,2026-06-12,1.31
S2B_MSIL2A_20260703T054639_N0512_R048_T43SBU_20260703T075529,5,T43SBU,2026-07-03,14.68
S2C_MSIL2A_20260708T054641_N0512_R048_T43SBT_20260708T085213,5,T43SBT,2026-07-08,5.56
S2B_MSIL2A_20260607T052639_N0512_R105_T43QFC_20260607T091704,5,T43QFC,2026-06-07,28.88
S2B_MSIL2A_20260610T053639_N0512_R005_T43REP_20260610T091702,5,T43REP,2026-06-10,0.0
S2C_MSIL2A_20260710T050601_N0512_R076_T44NMP_20260710T091011,5,T44NMP,2026-07-10,27.02
S2B_MSIL2A_20260610T053639_N0512_R005_T43SDT_20260610T091702,5,T43SDT,2026-06-10,2.42
S2C_MSIL2A_20260708T054641_N0512_R048_T43RBQ_20260708T085213,5,T43RBQ,2026-07-08,4.67
S2B_MSIL2A_20260611T050649_N0512_R019_T44QNL_20260611T085745,5,T44QNL,2026-06-11,3.37
S2C_MSIL2A_20260715T053641_N0512_R005_T43RFQ_20260715T101509,5,T43RFQ,2026-07-15,2.62
S2B_MSIL2A_20260601T050649_N0512_R019_T43PFP_20260601T085146,5,T43PFP,2026-06-01,18.47
S2C_MSIL2A_20260609T051651_N0512_R062_T44RKP_20260609T101613,5,T44RKP,2026-06-09,13.66
S2B_MSIL2A_20260706T055629_N0512_R091_T43SBU_20260706T081350,5,T43SBU,2026-07-06,10.34
S2C_MSIL2A_20260609T051651_N0512_R062_T44RKU_20260609T101613,5,T44RKU,2026-06-09,4.62
S2A_MSIL2A_20260605T050231_N0512_R119_T44PKT_20260605T100518,5,T44PKT,2026-06-05,8.73
S2C_MSIL2A_20260609T051651_N0512_R062_T43QFF_20260609T101613,5,T43QFF,2026-06-09,5.08
S2C_MSIL2A_20260606T050651_N0512_R019_T43PHS_20260606T100020,5,T43PHS,2026-06-06,4.91
S2B_MSIL2A_20260611T050649_N0512_R019_T44RNN_20260611T085745,5,T44RNN,2026-06-11,12.68
S2B_MSIL2A_20260621T050649_N0512_R019_T44QML_20260621T085550,5,T44QML,2026-06-21,13.88
S2B_MSIL2A_20260810T050649_N0512_R019_T44QKE_20260810T085257,5,T44QKE,2026-08-10,20.96
S2B_MSIL2A_20260810T050649_N0512_R019_T44QKF_20260810T085257,5,T44QKF,2026-08-10,10.59
S2C_MSIL2A_20260603T045701_N0512_R119_T44PKT_20260603T100112,5,T44PKT,2026-06-03,29.21
S2C_MSIL2A_20260602T052641_N0512_R105_T43QDC_20260602T102053,5,T43QDC,2026-06-02,8.98
S2C_MSIL2A_20260617T043701_N0512_R033_T45QWF_20260617T092754,5,T45QWF,2026-06-17,21.6
S2A_MSIL2A_20260605T050231_N0512_R119_T44QQF_20260605T100518,5,T44QQF,2026-06-05,0.65
S2B_MSIL2A_20260603T054629_N0512_R048_T43RBP_20260603T080213,5,T43RBP,2026-06-03,0.0
S2C_MSIL2A_20260603T045701_N0512_R119_T44QNF_20260603T100112,5,T44QNF,2026-06-03,2.34
S2A_MSIL2A_20260607T054251_N0512_R005_T43RDQ_20260607T102857,5,T43RDQ,2026-06-07,0.01
S2B_MSIL2A_20260810T050649_N0512_R019_T44PKR_20260810T085431,5,T44PKR,2026-08-10,1.77
S2C_MSIL2A_20260608T054641_N0512_R048_T43SBT_20260608T085208,5,T43SBT,2026-06-08,0.0
S2B_MSIL2A_20260810T050649_N0512_R019_T44PKS_20260810T085431,5,T44PKS,2026-08-10,25.08
S2C_MSIL2A_20260617T043701_N0512_R033_T45QWE_20260617T092754,5,T45QWE,2026-06-17,20.98
S2C_MSIL2A_20260606T050651_N0512_R019_T44RNQ_20260606T100718,5,T44RNQ,2026-06-06,17.59
S2A_MSIL2A_20260605T050231_N0512_R119_T44PMR_20260605T100518,4,T44PMR,2026-06-05,13.31
S2B_MSIL2A_20260613T054639_N0512_R048_T43SDR_20260613T075254,4,T43SDR,2026-06-13,18.05
S2C_MSIL2A_20260608T054641_N0512_R048_T42QYK_20260608T085208,4,T42QYK,2026-06-08,14.1
S2C_MSIL2A_20260609T051651_N0512_R062_T43QFE_20260609T101613,4,T43QFE,2026-06-09,2.24
S2A_MSIL2A_20260623T060301_N0512_R091_T42RWR_20260623T092418,4,T42RWR,2026-06-23,0.04
S2B_MSIL2A_20260604T051649_N0512_R062_T44RMQ_20260604T090048,4,T44RMQ,2026-06-04,13.44
S2B_MSIL2A_20260604T051649_N0512_R062_T44RLT_20260604T090048,4,T44RLT,2026-06-04,27.51
S2A_MSIL2A_20260625T050241_N0512_R119_T44PKS_20260625T100609,4,T44PKS,2026-06-25,0.57
S2A_MSIL2A_20260624T053241_N0512_R105_T43RDH_20260624T102111,4,T43RDH,2026-06-24,17.16
S2C_MSIL2A_20260812T045701_N0512_R119_T45QTG_20260812T100317,4,T45QTG,2026-08-12,27.16
S2B_MSIL2A_20260615T044659_N0512_R076_T44QRK_20260615T083228,4,T44QRK,2026-06-15,2.1
S2C_MSIL2A_20260616T050651_N0512_R019_T44RLP_20260616T100816,4,T44RLP,2026-06-16,0.0
S2C_MSIL2A_20260616T050651_N0512_R019_T44RMS_20260616T100816,4,T44RMS,2026-06-16,0.11
S2B_MSIL2A_20260614T051649_N0512_R062_T44RKN_20260614T091016,4,T44RKN,2026-06-14,7.43
S2C_MSIL2A_20260616T050651_N0512_R019_T44QMM_20260616T100816,4,T44QMM,2026-06-16,0.24
S2B_MSIL2A_20260605T044659_N0512_R076_T45QUD_20260605T082808,4,T45QUD,2026-06-05,0.39
S2A_MSIL2A_20260604T053241_N0512_R105_T43QEC_20260604T090112,4,T43QEC,2026-06-04,8.12
S2A_MSIL2A_20260727T054251_N0512_R005_T43RCP_20260727T103314,4,T43RCP,2026-07-27,28.61
S2C_MSIL2A_20260817T054631_N0512_R048_T43RBN_20260817T085418,4,T43RBN,2026-08-17,13.45
S2B_MSIL2A_20260810T050649_N0512_R019_T44QLE_20260810T085257,4,T44QLE,2026-08-10,5.1
S2B_MSIL2A_20260604T051649_N0512_R062_T44RLR_20260604T090048,4,T44RLR,2026-06-04,4.77
S2B_MSIL2A_20260613T054639_N0512_R048_T43RBN_20260613T075254,4,T43RBN,2026-06-13,0.0
S2B_MSIL2A_20260604T051649_N0512_R062_T44RLQ_20260604T090048,4,T44RLQ,2026-06-04,1.25
S2B_MSIL2A_20260604T051649_N0512_R062_T44RLP_20260604T090048,4,T44RLP,2026-06-04,1.81
S2B_MSIL2A_20260616T055629_N0512_R091_T42SYD_20260616T080231,4,T42SYD,2026-06-16,18.92
S2B_MSIL2A_20260604T051649_N0512_R062_T43RGH_20260604T090048,4,T43RGH,2026-06-04,7.83
S2B_MSIL2A_20260614T051649_N0512_R062_T43QGC_20260614T091016,4,T43QGC,2026-06-14,28.91
S2A_MSIL2A_20260604T053241_N0512_R105_T43RFM_20260604T090112,4,T43RFM,2026-06-04,3.05
S2B_MSIL2A_20260716T055639_N0512_R091_T42RVP_20260716T075902,4,T42RVP,2026-07-16,24.44
S2B_MSIL2A_20260601T050649_N0512_R019_T43PHK_20260601T085146,4,T43PHK,2026-06-01,1.55
S2A_MSIL2A_20260628T051241_N0512_R019_T44PKU_20260628T101512,4,T44PKU,2026-06-28,5.53
S2B_MSIL2A_20260601T050649_N0512_R019_T43PHL_20260601T085146,4,T43PHL,2026-06-01,22.24
S2A_MSIL2A_20260628T051241_N0512_R019_T44QMD_20260628T101512,4,T44QMD,2026-06-28,23.38
